,P-Africa,R-Africa,P-Asia,R-Asia,P-Europe,R-Europe,P-North America,R-North America,P-Oceania,R-Oceania,P-South America,R-South America
41748,,,,,0.7579,87.0,0.5423,85,,,,
41749,,,,,0.0,87.0,0.7579,85,,,,
41750,,,,,0.5574,87.0,0.7506,90,,,,
41751,,,,,0.7906,87.0,0.8047,90,,,,
41752,,,,,0.8555,87.0,0.6249,90,,,,
41753,,,,,0.3182,87.0,0.7783,90,,,,
41754,,,,,0.7845,87.0,0.4588,90,,,,
41755,,,,,0.2263,87.0,0.2846,90,,,,
41756,,,,,0.4019,87.0,0.8402,90,,,,
41757,,,,,0.4404,87.0,0.775,90,,,,
41758,,,,,0.6808,87.0,0.9161,90,,,,
41759,,,,,0.5346,87.0,0.5994,90,,,,
41760,,,,,0.7506,87.0,0.7269,90,,,,
41761,,,,,0.8934,87.0,0.5927,90,,,,
41762,,,,,0.85,87.0,-0.4215,90,,,,
41763,,,,,0.4404,87.0,0.8074,90,,,,
41764,,,,,0.1027,95.0,-0.2732,90,,,,
41765,,,,,0.3612,94.0,0.2023,90,,,,
41766,,,,,0.6994,94.0,0.4767,90,,,,
41767,,,,,0.2732,88.0,0.6808,90,,,,
41768,,,,,0.7206,88.0,0.6705,90,,,,
41769,,,,,0.4404,88.0,0.0,90,,,,
41770,,,,,0.743,88.0,0.0,95,,,,
41771,,,,,0.4215,88.0,0.8006,94,,,,
41772,,,,,0.7096,88.0,0.8519,87,,,,
41773,,,,,-0.0772,88.0,0.6944,87,,,,
41774,,,,,0.802,88.0,0.8271,87,,,,
41775,,,,,0.6369,88.0,0.3612,87,,,,
41776,,,,,0.5423,88.0,0.8357,87,,,,
41777,,,,,0.4767,88.0,0.2944,87,,,,
41778,,,,,0.0,88.0,0.9155,87,,,,
41779,,,,,0.0,88.0,-0.296,92,,,,
41780,,,,,0.6808,88.0,0.8687,92,,,,
41781,,,,,0.0,88.0,0.7935,92,,,,
41782,,,,,0.91,94.0,0.8271,92,,,,
41783,,,,,0.9081,94.0,0.8591,92,,,,
41784,,,,,0.8519,94.0,0.9153,92,,,,
41785,,,,,0.0,94.0,0.9076,92,,,,
41786,,,,,0.0,93.0,0.4678,92,,,,
41787,,,,,0.0,93.0,0.8955,92,,,,
41788,,,,,0.6903,86.0,0.4215,92,,,,
41789,,,,,0.0,86.0,-0.3459,92,,,,
41790,,,,,0.4939,86.0,0.6124,92,,,,
41791,,,,,0.7615,86.0,0.8625,92,,,,
41792,,,,,0.0,86.0,0.4019,92,,,,
41793,,,,,-0.4019,86.0,0.9382,92,,,,
41794,,,,,0.5267,86.0,0.6486,92,,,,
41795,,,,,0.6908,86.0,0.9635,92,,,,
41796,,,,,0.4472,86.0,0.4404,92,,,,
41797,,,,,0.7027,86.0,0.6124,92,,,,
41798,,,,,0.3284,91.0,0.4404,86,,,,
41799,,,,,0.7964,91.0,0.7992,86,,,,
41800,,,,,0.0,91.0,0.0,86,,,,
41801,,,,,0.7783,91.0,0.0,86,,,,
41802,,,,,0.2732,91.0,0.9194,86,,,,
41803,,,,,0.6369,91.0,0.6808,86,,,,
41804,,,,,0.8883,91.0,0.0,86,,,,
41805,,,,,0.6597,91.0,0.3612,86,,,,
41806,,,,,0.7783,91.0,0.6486,86,,,,
41807,,,,,0.25,91.0,0.3182,86,,,,
41808,,,,,0.4215,91.0,0.0,86,,,,
41809,,,,,0.4588,91.0,0.4404,86,,,,
41810,,,,,0.936,91.0,0.0,86,,,,
41811,,,,,0.8957,90.0,0.2846,86,,,,
41812,,,,,0.0,90.0,0.0,93,,,,
41813,,,,,0.1531,90.0,0.7275,93,,,,
41814,,,,,0.7964,90.0,0.8979,93,,,,
41815,,,,,0.8658,90.0,0.7269,93,,,,
41816,,,,,0.2263,90.0,0.0,93,,,,
41817,,,,,0.7184,90.0,0.7783,93,,,,
41818,,,,,0.4939,90.0,0.8608,93,,,,
41819,,,,,0.765,90.0,0.4767,93,,,,
41820,,,,,0.6924,90.0,0.6249,93,,,,
41821,,,,,0.4215,90.0,0.8316,93,,,,
41822,,,,,0.872,87.0,0.836,93,,,,
41823,,,,,0.7351,87.0,0.7096,93,,,,
41824,,,,,0.886,87.0,0.7717,93,,,,
41825,,,,,0.7269,87.0,0.4877,93,,,,
41826,,,,,0.6597,87.0,0.4215,93,,,,
41827,,,,,0.8442,87.0,-0.4404,93,,,,
41828,,,,,0.6883,87.0,0.7351,93,,,,
41829,,,,,0.7096,87.0,0.6249,93,,,,
41830,,,,,0.7798,87.0,0.5423,93,,,,
41831,,,,,0.7096,87.0,0.0,93,,,,
41832,,,,,0.9017,87.0,0.5267,91,,,,
41833,,,,,0.7096,86.0,0.0,91,,,,
41834,,,,,-0.3944,82.0,0.802,91,,,,
41835,,,,,0.0,82.0,0.765,91,,,,
41836,,,,,-0.0253,82.0,0.7184,91,,,,
41837,,,,,0.3182,82.0,0.8526,91,,,,
41838,,,,,0.4939,82.0,0.2732,91,,,,
41839,,,,,0.3919,82.0,0.5574,91,,,,
41840,,,,,0.0,81.0,0.3182,91,,,,
41841,,,,,0.5859,80.0,-0.2732,91,,,,
41842,,,,,0.7783,87.0,0.8834,91,,,,
41843,,,,,0.8126,87.0,0.4927,91,,,,
41844,,,,,0.4588,87.0,0.0,91,,,,
41845,,,,,0.6478,87.0,-0.25,91,,,,
41846,,,,,0.4939,87.0,0.6808,91,,,,
41847,,,,,0.775,87.0,0.1901,91,,,,
41848,,,,,0.3182,87.0,0.7964,91,,,,
41849,,,,,-0.3818,87.0,0.3612,91,,,,
41850,,,,,0.34,87.0,0.9604,91,,,,
41851,,,,,-0.3626,87.0,0.5574,91,,,,
41852,,,,,0.0,87.0,0.8011,91,,,,
41853,,,,,0.4939,87.0,0.7759,91,,,,
41854,,,,,0.4404,87.0,0.3919,91,,,,
41855,,,,,0.0,87.0,0.705,91,,,,
41856,,,,,0.9246,88.0,0.6124,91,,,,
41857,,,,,0.7184,88.0,0.0,88,,,,
41858,,,,,0.6486,88.0,0.4404,88,,,,
41859,,,,,0.4854,88.0,0.6908,88,,,,
41860,,,,,0.7351,88.0,0.8106,88,,,,
41861,,,,,0.6187,90.0,0.5095,87,,,,
41862,,,,,0.8957,90.0,0.6705,87,,,,
41863,,,,,0.836,90.0,0.0,87,,,,
41864,,,,,0.9186,90.0,-0.5927,87,,,,
41865,,,,,0.9382,90.0,0.9867,92,,,,
41866,,,,,0.8625,89.0,0.802,92,,,,
41867,,,,,0.8499,89.0,0.7184,92,,,,
41868,,,,,0.0772,89.0,0.0,92,,,,
41869,,,,,0.6249,89.0,0.8439,92,,,,
41870,,,,,0.6369,89.0,0.7645,92,,,,
41871,,,,,-0.1027,89.0,0.4939,92,,,,
41872,,,,,0.2732,89.0,0.7003,92,,,,
41873,,,,,0.5106,89.0,0.5994,92,,,,
41874,,,,,-0.0258,89.0,0.1531,92,,,,
41875,,,,,0.6705,89.0,0.886,92,,,,
41876,,,,,0.9136,89.0,0.1406,92,,,,
41877,,,,,0.8658,89.0,0.5574,92,,,,
41878,,,,,0.6783,89.0,0.9134,92,,,,
41879,,,,,0.7003,89.0,0.4939,92,,,,
41880,,,,,0.6369,89.0,0.9612,92,,,,
41881,,,,,-0.2732,89.0,0.8442,92,,,,
41882,,,,,0.7184,89.0,0.8519,92,,,,
41883,,,,,0.7845,89.0,0.5106,92,,,,
41884,,,,,0.4404,89.0,0.9549,92,,,,
41885,,,,,0.0,89.0,0.8516,92,,,,
41886,,,,,-0.2732,88.0,0.0,92,,,,
41887,,,,,0.7861,88.0,0.9538,92,,,,
41888,,,,,0.8316,88.0,0.9233,91,,,,
41889,,,,,0.0,88.0,0.9186,91,,,,
41890,,,,,-0.7269,88.0,0.7224,91,,,,
41891,,,,,-0.2263,88.0,0.7778,91,,,,
41892,,,,,0.0258,88.0,0.743,91,,,,
41893,,,,,0.6611,88.0,0.6705,93,,,,
41894,,,,,0.8442,88.0,0.7331,93,,,,
41895,,,,,0.0516,88.0,0.8126,93,,,,
41896,,,,,0.7096,88.0,0.6705,93,,,,
41897,,,,,0.4767,88.0,0.918,93,,,,
41898,,,,,0.7076,88.0,0.34,93,,,,
41899,,,,,0.4588,88.0,0.946,93,,,,
41900,,,,,0.3182,88.0,0.9159,92,,,,
41901,,,,,-0.128,88.0,0.7506,92,,,,
41902,,,,,0.7876,90.0,0.0,92,,,,
41903,,,,,0.8251,90.0,0.8271,92,,,,
41904,,,,,0.8805,90.0,0.34,92,,,,
41905,,,,,0.3506,90.0,0.9769,92,,,,
41906,,,,,0.8173,90.0,0.0,92,,,,
41907,,,,,0.25,90.0,0.743,92,,,,
41908,,,,,0.5927,90.0,0.8658,92,,,,
41909,,,,,0.0,90.0,0.1027,92,,,,
41910,,,,,0.8625,90.0,0.8519,84,,,,
41911,,,,,0.0,90.0,0.5719,84,,,,
41912,,,,,0.4939,86.0,0.4588,84,,,,
41913,,,,,0.6369,86.0,0.9387,84,,,,
41914,,,,,0.0,86.0,0.489,84,,,,
41915,,,,,0.0,86.0,-0.3309,84,,,,
41916,,,,,0.7212,86.0,0.34,84,,,,
41917,,,,,0.4588,86.0,0.8462,84,,,,
41918,,,,,0.0,86.0,0.9261,84,,,,
41919,,,,,0.8271,91.0,-0.4965,84,,,,
41920,,,,,0.8519,91.0,0.34,84,,,,
41921,,,,,0.8402,91.0,0.6124,84,,,,
41922,,,,,0.802,91.0,0.714,84,,,,
41923,,,,,0.7172,91.0,0.0,83,,,,
41924,,,,,0.7269,91.0,0.7003,83,,,,
41925,,,,,0.4588,91.0,0.2854,82,,,,
41926,,,,,0.743,91.0,0.1002,81,,,,
41927,,,,,0.6844,91.0,-0.2625,81,,,,
41928,,,,,0.0258,88.0,0.6997,81,,,,
41929,,,,,0.0258,88.0,0.25,81,,,,
41930,,,,,0.4404,88.0,-0.0176,81,,,,
41931,,,,,0.3612,88.0,0.7906,81,,,,
41932,,,,,0.5267,88.0,0.6705,80,,,,
41933,,,,,-0.0516,88.0,0.8402,80,,,,
41934,,,,,0.836,88.0,0.3612,80,,,,
41935,,,,,0.5106,88.0,0.0,80,,,,
41936,,,,,0.8126,88.0,0.7992,80,,,,
41937,,,,,0.8271,88.0,0.34,80,,,,
41938,,,,,0.1531,88.0,0.4588,80,,,,
41939,,,,,-0.0772,88.0,0.4317,80,,,,
41940,,,,,0.0,88.0,0.6946,97,,,,
41941,,,,,0.3774,91.0,0.7845,88,,,,
41942,,,,,0.836,91.0,0.9019,88,,,,
41943,,,,,0.9401,91.0,0.5267,88,,,,
41944,,,,,0.7579,91.0,0.8866,88,,,,
41945,,,,,0.8955,91.0,0.6808,88,,,,
41946,,,,,0.891,91.0,0.0,88,,,,
41947,,,,,0.6757,87.0,0.2023,88,,,,
41948,,,,,0.4118,87.0,0.0,88,,,,
41949,,,,,0.6486,87.0,0.4404,88,,,,
41950,,,,,0.7579,87.0,0.7269,88,,,,
41951,,,,,0.6597,87.0,0.9153,88,,,,
41952,,,,,0.7184,93.0,0.9072,88,,,,
41953,,,,,0.85,93.0,0.5719,92,,,,
41954,,,,,0.8268,93.0,0.6705,92,,,,
41955,,,,,0.2006,93.0,0.886,92,,,,
41956,,,,,0.1901,93.0,0.9785,92,,,,
41957,,,,,0.2732,93.0,0.9531,92,,,,
41958,,,,,0.944,93.0,0.5574,92,,,,
41959,,,,,-0.3182,93.0,0.8689,92,,,,
41960,,,,,0.9118,93.0,0.2263,92,,,,
41961,,,,,0.9217,93.0,0.7947,92,,,,
41962,,,,,0.1371,90.0,-0.2263,87,,,,
41963,,,,,0.8283,90.0,0.8074,87,,,,
41964,,,,,0.7964,90.0,0.6369,87,,,,
41965,,,,,0.34,90.0,0.872,87,,,,
41966,,,,,0.9118,90.0,0.4939,87,,,,
41967,,,,,0.6486,90.0,0.886,87,,,,
41968,,,,,0.9518,90.0,0.0,87,,,,
41969,,,,,0.6124,90.0,-0.4215,87,,,,
41970,,,,,0.4588,90.0,0.6486,87,,,,
41971,,,,,0.1531,90.0,0.6119,87,,,,
41972,,,,,0.946,90.0,0.9278,87,,,,
41973,,,,,0.9601,90.0,0.8341,85,,,,
41974,,,,,0.5574,90.0,0.9063,85,,,,
41975,,,,,0.2023,90.0,0.4933,85,,,,
41976,,,,,0.5994,90.0,0.5423,85,,,,
41977,,,,,0.9452,90.0,0.4497,85,,,,
41978,,,,,0.6486,90.0,0.9118,85,,,,
41979,,,,,0.886,91.0,0.7906,85,,,,
41980,,,,,-0.296,91.0,0.8834,87,,,,
41981,,,,,0.9194,91.0,0.2484,87,,,,
41982,,,,,0.5719,91.0,0.4215,87,,,,
41983,,,,,0.0,91.0,0.7096,87,,,,
41984,,,,,0.6908,91.0,0.7579,87,,,,
41985,,,,,0.1154,91.0,0.743,87,,,,
41986,,,,,0.8271,91.0,0.9315,87,,,,
41987,,,,,0.939,91.0,-0.2263,87,,,,
41988,,,,,0.3818,91.0,0.4215,87,,,,
41989,,,,,0.743,90.0,0.1531,93,,,,
41990,,,,,0.5994,90.0,0.34,93,,,,
41991,,,,,0.0,90.0,0.5106,93,,,,
41992,,,,,0.8807,90.0,0.5267,92,,,,
41993,,,,,0.5574,90.0,0.4019,92,,,,
41994,,,,,0.2144,90.0,0.6808,92,,,,
41995,,,,,0.6808,90.0,0.4404,92,,,,
41996,,,,,0.5574,90.0,0.8765,92,,,,
41997,,,,,0.7184,90.0,0.7717,92,,,,
41998,,,,,0.0,90.0,0.9042,92,,,,
41999,,,,,0.7184,90.0,0.8546,92,,,,
42000,,,,,0.2617,90.0,0.128,92,,,,
42001,,,,,0.1531,90.0,0.9397,92,,,,
42002,,,,,0.0,90.0,0.902,90,,,,
42003,,,,,0.0,87.0,0.7906,90,,,,
42004,,,,,0.4404,87.0,0.9217,92,,,,
42005,,,,,0.3818,87.0,-0.3818,92,,,,
42006,,,,,0.5157,87.0,0.743,92,,,,
42007,,,,,0.0516,87.0,0.6486,92,,,,
42008,,,,,0.7579,87.0,0.7964,92,,,,
42009,,,,,0.5927,87.0,0.8689,92,,,,
42010,,,,,0.0,87.0,0.4215,92,,,,
42011,,,,,0.0772,87.0,0.3167,92,,,,
42012,,,,,0.3612,87.0,0.9235,92,,,,
42013,,,,,0.8922,87.0,0.4019,92,,,,
42014,,,,,0.9042,87.0,0.8074,92,,,,
42015,,,,,0.8537,87.0,0.7003,92,,,,
42016,,,,,0.0,87.0,0.5719,92,,,,
42017,,,,,0.1154,87.0,0.2247,89,,,,
42018,,,,,0.3818,87.0,0.743,89,,,,
42019,,,,,0.5267,87.0,0.5719,89,,,,
42020,,,,,0.6428,87.0,0.6486,89,,,,
42021,,,,,0.0,88.0,-0.1027,89,,,,
42022,,,,,0.872,88.0,0.34,89,,,,
42023,,,,,-0.0129,88.0,0.7096,89,,,,
42024,,,,,0.8553,88.0,0.91,89,,,,
42025,,,,,0.0129,88.0,0.7506,89,,,,
42026,,,,,0.7579,88.0,0.9062,89,,,,
42027,,,,,0.7506,88.0,0.9853,89,,,,
42028,,,,,-0.2911,83.0,0.2648,89,,,,
42029,,,,,-0.4215,83.0,0.9719,88,,,,
42030,,,,,0.4398,93.0,0.3818,88,,,,
42031,,,,,0.8834,93.0,0.9524,88,,,,
42032,,,,,0.9011,93.0,0.3818,88,,,,
42033,,,,,0.9648,93.0,0.7184,88,,,,
42034,,,,,0.8807,93.0,0.8674,88,,,,
42035,,,,,0.7665,93.0,0.8658,88,,,,
42036,,,,,0.9042,93.0,0.0,88,,,,
42037,,,,,0.6808,93.0,0.3182,88,,,,
42038,,,,,0.4588,88.0,0.0,89,,,,
42039,,,,,-0.3353,88.0,0.3182,89,,,,
42040,,,,,0.8995,88.0,0.8074,89,,,,
42041,,,,,-0.0516,88.0,0.0,89,,,,
42042,,,,,-0.296,88.0,0.8537,89,,,,
42043,,,,,0.0,88.0,0.6124,89,,,,
42044,,,,,0.8402,88.0,0.0,89,,,,
42045,,,,,0.1531,88.0,0.0,89,,,,
42046,,,,,0.6908,88.0,0.8885,89,,,,
42047,,,,,0.8689,91.0,0.8779,89,,,,
42048,,,,,0.936,91.0,0.2748,89,,,,
42049,,,,,0.2732,91.0,0.8555,89,,,,
42050,,,,,0.7184,91.0,0.5574,89,,,,
42051,,,,,0.8381,91.0,0.6486,89,,,,
42052,,,,,0.7351,91.0,0.8074,88,,,,
42053,,,,,0.9042,91.0,0.7845,88,,,,
42054,,,,,0.0,91.0,0.4404,88,,,,
42055,,,,,0.8126,91.0,0.791,88,,,,
42056,,,,,0.6249,91.0,0.7003,88,,,,
42057,,,,,0.0,91.0,0.866,88,,,,
42058,,,,,0.3182,91.0,0.6808,88,,,,
42059,,,,,0.7003,91.0,0.0,88,,,,
42060,,,,,0.0,91.0,0.8176,88,,,,
42061,,,,,0.775,90.0,0.8442,88,,,,
42062,,,,,0.0,86.0,0.869,88,,,,
42063,,,,,0.8885,86.0,0.6542,88,,,,
42064,,,,,-0.296,86.0,0.962,88,,,,
42065,,,,,0.3182,86.0,0.6808,88,,,,
42066,,,,,0.6486,86.0,0.9478,85,,,,
42067,,,,,-0.0772,86.0,0.1531,85,,,,
42068,,,,,0.7964,86.0,0.3612,85,,,,
42069,,,,,0.1531,86.0,-0.5106,85,,,,
42070,,,,,0.0,86.0,0.6486,85,,,,
42071,,,,,0.9062,87.0,0.34,85,,,,
42072,,,,,0.8221,87.0,-0.3612,85,,,,
42073,,,,,0.9081,87.0,0.4404,85,,,,
42074,,,,,0.4939,87.0,0.0,85,,,,
42075,,,,,0.4588,87.0,0.8316,85,,,,
42076,,,,,0.9131,87.0,0.5106,85,,,,
42077,,,,,0.5719,87.0,0.0,85,,,,
42078,,,,,0.2023,87.0,0.5106,85,,,,
42079,,,,,0.5927,87.0,0.0772,85,,,,
42080,,,,,0.6486,86.0,0.5267,91,,,,
42081,,,,,0.3182,86.0,0.0,91,,,,
42082,,,,,0.9017,86.0,0.4404,91,,,,
42083,,,,,0.9643,86.0,0.5171,91,,,,
42084,,,,,0.875,86.0,0.6565,91,,,,
42085,,,,,0.836,86.0,0.25,91,,,,
42086,,,,,0.6527,86.0,0.872,91,,,,
42087,,,,,0.4588,86.0,0.8827,91,,,,
42088,,,,,0.7096,86.0,0.946,91,,,,
42089,,,,,-0.2732,86.0,0.2732,91,,,,
42090,,,,,0.3182,92.0,0.128,91,,,,
42091,,,,,0.8537,92.0,0.9062,91,,,,
42092,,,,,0.743,92.0,0.7269,91,,,,
42093,,,,,0.0,92.0,0.7184,91,,,,
42094,,,,,0.9229,92.0,0.5267,91,,,,
42095,,,,,0.0,92.0,0.7579,91,,,,
42096,,,,,0.7178,92.0,0.0258,91,,,,
42097,,,,,0.9136,92.0,0.5106,87,,,,
42098,,,,,0.7943,92.0,0.9289,87,,,,
42099,,,,,0.6597,92.0,0.9336,87,,,,
42100,,,,,0.886,92.0,0.8537,87,,,,
42101,,,,,0.9545,92.0,0.6369,87,,,,
42102,,,,,0.8689,92.0,0.5574,86,,,,
42103,,,,,0.7906,87.0,0.2617,86,,,,
42104,,,,,0.7003,87.0,0.0,86,,,,
42105,,,,,0.3182,87.0,-0.4215,86,,,,
42106,,,,,0.0,87.0,0.4939,86,,,,
42107,,,,,0.5106,87.0,0.3182,86,,,,
42108,,,,,0.8074,87.0,-0.4404,86,,,,
42109,,,,,0.7845,87.0,0.0,86,,,,
42110,,,,,0.7845,87.0,0.7778,86,,,,
42111,,,,,0.7096,87.0,0.2732,86,,,,
42112,,,,,0.802,87.0,0.7533,86,,,,
42113,,,,,0.7003,87.0,0.6908,86,,,,
42114,,,,,0.743,87.0,0.4588,86,,,,
42115,,,,,0.5859,85.0,0.8957,90,,,,
42116,,,,,0.0,85.0,0.5574,90,,,,
42117,,,,,0.7003,84.0,0.7845,90,,,,
42118,,,,,0.5574,84.0,0.0,90,,,,
42119,,,,,0.4404,84.0,0.7506,90,,,,
42120,,,,,0.0258,84.0,0.5859,90,,,,
42121,,,,,0.0,84.0,0.5267,90,,,,
42122,,,,,0.9275,84.0,0.5719,90,,,,
42123,,,,,0.6808,84.0,0.8735,90,,,,
42124,,,,,0.4922,84.0,0.5423,90,,,,
42125,,,,,0.6705,83.0,0.2846,90,,,,
42126,,,,,0.4767,83.0,0.4019,90,,,,
42127,,,,,0.6369,82.0,0.9186,90,,,,
42128,,,,,0.6486,87.0,0.8658,90,,,,
42129,,,,,0.5267,87.0,0.5267,90,,,,
42130,,,,,0.2732,87.0,0.4939,90,,,,
42131,,,,,0.4404,87.0,0.5574,90,,,,
42132,,,,,0.0,87.0,0.3182,85,,,,
42133,,,,,0.8979,87.0,-0.34,85,,,,
42134,,,,,0.0,87.0,0.34,85,,,,
42135,,,,,0.9413,87.0,0.5423,85,,,,
42136,,,,,0.6124,87.0,0.0,85,,,,
42137,,,,,0.1531,87.0,0.7906,85,,,,
42138,,,,,0.1901,87.0,0.8738,92,,,,
42139,,,,,0.9441,87.0,0.9062,92,,,,
42140,,,,,0.5267,87.0,0.5994,92,,,,
42141,,,,,0.6705,87.0,0.9186,92,,,,
42142,,,,,0.3919,87.0,0.5574,92,,,,
42143,,,,,0.8473,96.0,0.2732,92,,,,
42144,,,,,0.9325,95.0,0.9153,92,,,,
42145,,,,,0.8555,95.0,0.4588,92,,,,
42146,,,,,0.9571,95.0,0.3612,83,,,,
42147,,,,,0.9673,95.0,0.7964,83,,,,
42148,,,,,0.6478,94.0,0.0,83,,,,
42149,,,,,0.7506,94.0,0.0258,83,,,,
42150,,,,,0.872,94.0,-0.3182,83,,,,
42151,,,,,0.2263,94.0,0.0,83,,,,
42152,,,,,0.8271,94.0,-0.5994,83,,,,
42153,,,,,0.9217,94.0,-0.296,83,,,,
42154,,,,,0.8537,94.0,0.8074,83,,,,
42155,,,,,0.8807,94.0,0.431,83,,,,
42156,,,,,0.9406,94.0,0.4588,83,,,,
42157,,,,,-0.4588,90.0,0.25,83,,,,
42158,,,,,0.0,90.0,-0.1779,83,,,,
42159,,,,,0.8336,90.0,0.8519,83,,,,
42160,,,,,0.2263,90.0,0.0772,83,,,,
42161,,,,,-0.3342,90.0,0.3384,82,,,,
42162,,,,,0.5994,90.0,0.1406,82,,,,
42163,,,,,0.5574,90.0,0.3612,82,,,,
42164,,,,,0.3182,90.0,0.7701,89,,,,
42165,,,,,0.7964,90.0,0.9136,89,,,,
42166,,,,,0.0,90.0,0.9117,89,,,,
42167,,,,,0.9442,90.0,0.6382,89,,,,
42168,,,,,0.0,90.0,0.3545,89,,,,
42169,,,,,0.9513,90.0,0.8885,89,,,,
42170,,,,,0.6705,90.0,0.0,89,,,,
42171,,,,,-0.4215,90.0,0.7684,89,,,,
42172,,,,,0.9354,93.0,0.8625,89,,,,
42173,,,,,0.4404,93.0,0.1531,89,,,,
42174,,,,,0.6908,93.0,0.886,89,,,,
42175,,,,,0.4019,93.0,0.8689,89,,,,
42176,,,,,0.9223,93.0,0.4678,89,,,,
42177,,,,,0.8591,93.0,0.9786,89,,,,
42178,,,,,0.0,93.0,0.8481,89,,,,
42179,,,,,0.971,93.0,0.7717,89,,,,
42180,,,,,0.9117,93.0,0.0,91,,,,
42181,,,,,0.9022,93.0,0.4019,91,,,,
42182,,,,,0.81,93.0,0.9231,91,,,,
42183,,,,,0.2732,93.0,0.3499,91,,,,
42184,,,,,0.8591,93.0,0.8126,91,,,,
42185,,,,,0.9062,93.0,0.9216,91,,,,
42186,,,,,0.9403,93.0,0.7184,91,,,,
42187,,,,,0.7684,93.0,0.7506,91,,,,
42188,,,,,0.0,89.0,0.8891,91,,,,
42189,,,,,0.4404,89.0,0.0,91,,,,
42190,,,,,0.3182,89.0,0.5499,91,,,,
42191,,,,,0.6908,89.0,0.0772,91,,,,
42192,,,,,0.8402,89.0,0.8402,92,,,,
42193,,,,,0.7891,89.0,0.9274,92,,,,
42194,,,,,0.4404,89.0,0.3182,92,,,,
42195,,,,,0.9059,89.0,0.8338,92,,,,
42196,,,,,0.6369,89.0,0.9042,92,,,,
42197,,,,,0.8309,89.0,0.9042,92,,,,
42198,,,,,0.8402,89.0,0.8807,92,,,,
42199,,,,,0.7964,89.0,0.7964,92,,,,
42200,,,,,0.4215,89.0,0.7096,92,,,,
