,polarity,points-category
1252,-0.4215,85-89
1253,0.0,85-89
1254,-0.4939,85-89
1255,-0.4588,85-89
1256,0.6369,85-89
1257,0.7096,85-89
1258,0.8591,85-89
1259,0.6249,85-89
1260,0.5574,85-89
1261,0.765,85-89
1262,0.7184,85-89
1263,0.0129,85-89
1264,0.4404,85-89
1265,0.9538,85-89
1266,0.3071,85-89
1267,0.1761,85-89
1268,0.2263,85-89
1269,0.5927,85-89
1270,0.4404,85-89
1271,0.4767,85-89
1272,0.4588,85-89
1273,0.7579,85-89
1274,-0.1406,85-89
1275,-0.2263,85-89
1276,0.2263,85-89
1277,0.4215,85-89
1278,0.3818,85-89
1279,0.0,85-89
1280,0.8225,85-89
1281,0.4215,85-89
1282,0.8271,85-89
1283,0.0,85-89
1284,-0.5267,85-89
1285,0.0,85-89
1286,0.4767,85-89
1287,0.0,85-89
1288,0.3869,85-89
1289,0.8608,85-89
1290,0.4215,85-89
1291,0.5859,85-89
1292,0.5413,85-89
1293,0.7805,85-89
1294,-0.4019,85-89
1295,0.7096,85-89
1296,0.2732,85-89
1297,0.25,85-89
1298,0.7096,85-89
1299,0.8151,85-89
1300,0.7579,85-89
1301,-0.2732,85-89
1302,-0.5927,85-89
1303,0.872,85-89
1304,0.4019,85-89
1305,0.0,85-89
1306,0.5267,85-89
1307,-0.29600000000000004,85-89
1308,0.7992,85-89
1309,-0.29600000000000004,85-89
1310,0.0,85-89
1311,0.7891,85-89
1312,0.6705,85-89
1313,0.0,85-89
1314,-0.29600000000000004,85-89
1315,0.0516,85-89
1316,0.5994,85-89
1317,0.0314,85-89
1318,0.3079,85-89
1319,0.5106,85-89
1320,0.0,85-89
1321,0.4588,85-89
1322,0.4672,85-89
1323,0.0754,85-89
1324,0.5267,85-89
1325,0.4588,85-89
1326,0.0,85-89
1327,0.8908,85-89
1328,0.8885,85-89
1329,-0.1289,85-89
1330,0.5984,85-89
1331,0.0,85-89
1332,0.5719,85-89
1333,0.4404,85-89
1334,0.6946,85-89
1335,0.5267,85-89
1336,0.6369,85-89
1337,0.7003,85-89
1338,-0.25,85-89
1339,0.0,85-89
1340,0.5859,85-89
1341,0.8832,85-89
1342,0.4404,85-89
1343,0.836,85-89
1344,0.29600000000000004,85-89
1345,0.6705,85-89
1346,0.7351,85-89
1347,0.9022,85-89
1348,0.6369,85-89
1349,-0.2023,85-89
1350,-0.2144,85-89
1351,0.8674,85-89
1352,0.4404,85-89
1353,0.0,85-89
1354,0.7783,85-89
1355,0.0,85-89
1356,0.836,85-89
1357,0.0,85-89
1358,0.4201,85-89
1359,-0.0644,85-89
1360,0.6486,85-89
1361,0.5106,85-89
1362,0.4404,85-89
1363,0.5574,85-89
1364,0.6697,85-89
1365,0.5106,85-89
1366,0.1372,85-89
1367,0.8126,85-89
1368,-0.0516,85-89
1369,0.8591,85-89
1370,0.8225,85-89
1371,0.0,85-89
1372,0.4404,85-89
1373,0.3182,85-89
1374,0.6369,85-89
1375,0.29600000000000004,85-89
1376,0.3612,85-89
1377,-0.128,85-89
1378,0.5267,85-89
1379,0.9022,85-89
1380,0.3182,85-89
1381,0.0,85-89
1382,0.8807,85-89
1383,0.3182,85-89
1384,0.5574,85-89
1385,-0.4585,85-89
1386,0.6705,85-89
1387,-0.1027,85-89
1388,0.7184,85-89
1389,0.5106,85-89
1390,0.6124,85-89
1391,0.5574,85-89
1392,0.8955,85-89
1393,0.4588,85-89
1394,0.0,85-89
1395,0.8519,85-89
1396,0.0,85-89
1397,0.6124,85-89
1398,0.6249,85-89
1399,0.0,85-89
1400,0.7184,85-89
1401,0.7227,85-89
1402,0.802,85-89
1403,0.0,85-89
1404,0.6003,85-89
1405,0.4404,85-89
1406,-0.128,85-89
1407,0.0772,85-89
1408,0.8957,85-89
1409,0.2846,85-89
1410,0.4767,85-89
1411,0.0,85-89
1412,0.0,85-89
1413,-0.1298,85-89
1414,0.8462,85-89
1415,0.2732,85-89
1416,0.8658,85-89
1417,0.5927,85-89
1418,0.2957,85-89
1419,0.0516,85-89
1420,0.29600000000000004,85-89
1421,0.7845,85-89
1422,0.8074,85-89
1423,0.743,85-89
1424,-0.3182,85-89
1425,-0.3182,85-89
1426,0.2732,85-89
1427,0.3182,85-89
1428,0.2732,85-89
1429,0.5574,85-89
1430,0.8625,85-89
1431,0.0,85-89
1432,0.5719,85-89
1433,0.3095,85-89
1434,0.9737,85-89
1435,0.0,85-89
1436,0.7003,85-89
1437,0.25,85-89
1438,0.9242,85-89
1439,0.0,85-89
1440,0.29600000000000004,85-89
1441,0.3182,85-89
1442,0.9371,85-89
1443,0.8442,85-89
1444,0.4588,85-89
1445,0.7184,85-89
1446,0.0,85-89
1447,0.3182,85-89
1448,0.6705,85-89
1449,0.6369,85-89
1450,0.4019,85-89
1451,0.2382,85-89
1452,0.6908,85-89
1453,0.4404,85-89
1454,0.5719,85-89
1455,0.8338,85-89
1456,0.908,85-89
1457,-0.0258,85-89
1458,0.6249,85-89
1459,0.4019,85-89
1460,0.4588,85-89
1461,0.1779,85-89
1462,0.0,85-89
1463,0.7269,85-89
1464,0.5413,85-89
1465,0.6486,85-89
1466,0.7506,85-89
1467,0.5859,85-89
1468,0.4588,85-89
1469,0.5859,85-89
1470,0.4588,85-89
1471,0.5499,85-89
1472,-0.1027,85-89
1473,0.7003,85-89
1474,0.0,85-89
1475,0.0,85-89
1476,-0.4215,85-89
1477,0.836,85-89
1478,0.9337,85-89
1479,0.0,85-89
1480,0.8045,85-89
1481,0.6486,85-89
1482,0.4075,85-89
1483,0.85,85-89
1484,0.4588,85-89
1485,0.4404,85-89
1486,0.8307,85-89
1487,0.8979,85-89
1488,0.4767,85-89
1489,0.4215,85-89
1490,0.0,85-89
1491,0.6115,85-89
1492,0.7717,85-89
1493,0.0,85-89
1494,0.0516,85-89
1495,-0.2732,85-89
1496,-0.0772,85-89
1497,0.9169,85-89
1498,0.4767,85-89
1499,0.5256,85-89
1500,0.9512,85-89
1501,0.9072,85-89
1502,0.8028,85-89
1503,0.0,85-89
1504,0.0,85-89
1505,0.4588,85-89
1506,0.4019,85-89
1507,0.7778,85-89
1508,-0.29600000000000004,85-89
1509,0.4019,85-89
1510,0.7506,85-89
1511,0.8442,85-89
1512,0.9163,85-89
1513,0.0,85-89
1514,0.3612,85-89
1515,0.0,85-89
1516,0.2023,85-89
1517,0.7717,85-89
1518,0.9022,85-89
1519,0.883,85-89
1520,0.0,85-89
1521,0.9382,85-89
1522,0.9277,85-89
1523,0.6369,85-89
1524,0.5859,85-89
1525,-0.6705,85-89
1526,0.8969,85-89
1527,0.6486,85-89
1528,0.2732,85-89
1529,0.0772,85-89
1530,0.0,85-89
1531,-0.2323,85-89
1532,0.0,85-89
1533,0.8481,85-89
1534,0.7504,85-89
1535,0.5106,85-89
1536,0.3291,85-89
1537,0.0258,85-89
1538,0.9393,85-89
1539,0.0,85-89
1540,0.6124,85-89
1541,-0.4497,85-89
1542,0.2732,85-89
1543,0.8402,85-89
1544,0.836,85-89
1545,-0.4215,85-89
1546,0.6124,85-89
1547,0.1531,85-89
1548,0.2023,85-89
1549,0.0,85-89
1550,0.8481,85-89
1551,0.0,85-89
1552,0.743,85-89
1553,0.6908,85-89
1554,0.4404,85-89
1555,-0.5353,85-89
1556,0.6697,85-89
1557,0.8873,85-89
1558,0.4611,85-89
1559,0.5574,85-89
1560,0.5106,85-89
1561,0.0,85-89
1562,0.4939,85-89
1563,0.7199,85-89
1564,0.34,85-89
1565,0.8735,85-89
1566,0.8622,85-89
1567,0.2382,85-89
1568,0.0,85-89
1569,0.2263,85-89
1570,0.5106,85-89
1571,0.4404,85-89
1572,0.836,85-89
1573,0.0,85-89
1574,0.75,85-89
1575,0.7579,85-89
1576,0.4215,85-89
1577,0.6908,85-89
1578,0.0,85-89
1579,0.0,85-89
1580,0.0,85-89
1581,0.5709,85-89
1582,0.8176,85-89
1583,0.2247,85-89
1584,0.7096,85-89
1585,0.8573,85-89
1586,0.7269,85-89
1587,0.6808,85-89
1588,0.0,85-89
1589,0.8689,85-89
1590,0.4404,85-89
1591,0.8074,85-89
1592,0.802,85-89
1593,0.0,85-89
1594,0.0,85-89
1595,0.2023,85-89
1596,0.8126,85-89
1597,0.2732,85-89
1598,0.7184,85-89
1599,0.4939,85-89
1600,0.5719,85-89
1601,0.7096,85-89
1602,0.6486,85-89
1603,-0.4019,85-89
1604,0.29600000000000004,85-89
1605,0.8658,85-89
1606,0.0772,85-89
1607,0.8625,85-89
1608,0.3818,85-89
1609,0.0,85-89
1610,0.4678,85-89
1611,0.0065,85-89
1612,0.0,85-89
1613,0.5859,85-89
1614,0.5563,85-89
1615,0.7184,85-89
1616,0.4391,85-89
1617,0.8716,85-89
1618,0.0,85-89
1619,0.0,85-89
1620,0.2846,85-89
1621,0.8705,85-89
1622,0.0,85-89
1623,0.9308,85-89
1624,0.0,85-89
1625,0.8689,85-89
1626,0.4588,85-89
1627,0.4005,85-89
1628,0.7778,85-89
1629,-0.0644,85-89
1630,0.0,85-89
1631,0.0,85-89
1632,-0.3626,85-89
1633,0.0,85-89
1634,-0.29600000000000004,85-89
1635,0.4588,85-89
1636,0.5106,85-89
1637,0.0,85-89
1638,0.7624,85-89
1639,0.3182,85-89
1640,-0.0772,85-89
1641,0.1027,85-89
1642,0.7096,85-89
1643,0.7003,85-89
1644,-0.4215,85-89
1645,-0.4782,85-89
1646,0.3818,85-89
1647,0.743,85-89
1648,0.4675,85-89
1649,0.34,85-89
1650,0.624,85-89
1651,0.9001,85-89
1652,0.3818,85-89
1653,0.2023,85-89
1654,0.2144,85-89
1655,0.7190000000000001,85-89
1656,0.7906,85-89
1657,0.836,85-89
1658,0.5574,85-89
1659,0.5965,85-89
1660,0.3612,85-89
1661,0.0,85-89
1662,0.7003,85-89
1663,0.0,85-89
1664,0.7003,85-89
1665,0.4767,85-89
1666,0.0,85-89
1667,-0.1027,85-89
1668,0.8126,85-89
1669,0.4019,85-89
1670,0.6808,85-89
1671,0.0,85-89
1672,-0.1531,85-89
1673,0.2732,85-89
1674,0.5719,85-89
1675,0.4404,85-89
1676,0.3612,85-89
1677,0.0,85-89
1678,0.0951,85-89
1679,0.7717,85-89
1680,0.0,85-89
1681,-0.4215,85-89
1682,0.0644,85-89
1683,0.0,85-89
1684,0.3182,85-89
1685,0.5766,85-89
1686,0.2732,85-89
1687,0.8722,85-89
1688,0.6486,85-89
1689,0.0,85-89
1690,0.9186,85-89
1691,0.4404,85-89
1692,0.3612,85-89
1693,0.9393,85-89
1694,0.7665,85-89
1695,0.9001,85-89
1696,0.8689,85-89
1697,0.0,85-89
1698,-0.1531,85-89
1699,0.7964,85-89
1700,0.0,85-89
1701,-0.2732,85-89
1702,0.7003,85-89
1703,0.6378,85-89
1704,0.0,85-89
1705,0.6378,85-89
1706,0.6705,85-89
1707,0.8126,85-89
1708,0.8338,85-89
1709,0.0,85-89
1710,0.9552,85-89
1711,0.5267,85-89
1712,0.5994,85-89
1713,0.7717,85-89
1714,0.0,85-89
1715,0.6808,85-89
1716,0.6124,85-89
1717,-0.35700000000000004,85-89
1718,0.3818,85-89
1719,0.6908,85-89
1720,0.0,85-89
1721,0.7269,85-89
1722,0.4404,85-89
1723,0.8591,85-89
1724,0.8569,85-89
1725,0.9061,85-89
1726,0.3182,85-89
1727,0.2382,85-89
1728,0.2732,85-89
1729,-0.5106,85-89
1730,0.743,85-89
1731,0.4404,85-89
1732,0.0,85-89
1733,-0.25,85-89
1734,0.0,85-89
1735,0.6597,85-89
1736,0.836,85-89
1737,-0.0772,85-89
1738,0.5023,85-89
1739,0.1263,85-89
1740,0.6369,85-89
1741,0.6486,85-89
1742,0.5106,85-89
1743,0.8074,85-89
1744,0.0,85-89
1745,0.5423,85-89
1746,0.4939,85-89
1747,0.1027,85-89
1748,0.7845,85-89
1749,0.0,85-89
1750,0.9502,85-89
1751,0.875,85-89
1752,-0.4215,85-89
1753,0.3164,85-89
1754,0.6486,85-89
1755,0.5106,85-89
1756,-0.7608,85-89
1757,0.4588,85-89
1758,0.0,85-89
1759,-0.0516,85-89
1760,0.5106,85-89
1761,0.6597,85-89
1762,0.3818,85-89
1763,0.29600000000000004,85-89
1764,0.9081,85-89
1765,0.7269,85-89
1766,0.0258,85-89
1767,-0.1548,85-89
1768,0.5267,85-89
1769,0.0,85-89
1770,0.0,85-89
1771,0.6908,85-89
1772,0.1531,85-89
1773,0.4417,85-89
1774,0.7579,85-89
1775,-0.1655,85-89
1776,0.0,85-89
1777,0.7261,85-89
1778,-0.0772,85-89
1779,0.0,85-89
1780,0.0,85-89
1781,0.0516,85-89
1782,0.6808,85-89
1783,0.7184,85-89
1784,0.5106,85-89
1785,-0.2263,85-89
1786,0.8777,85-89
1787,0.4404,85-89
1788,0.0,85-89
1789,0.9312,85-89
1790,0.6908,85-89
1791,0.7506,85-89
1792,0.8779,85-89
1793,0.2023,85-89
1794,0.6249,85-89
1795,0.4767,85-89
1796,0.4019,85-89
1797,0.4404,85-89
1798,0.743,85-89
1799,0.6705,85-89
1800,0.6187,85-89
1801,0.4404,85-89
1802,0.0,85-89
1803,0.5719,85-89
1804,0.0,85-89
1805,0.4653,85-89
1806,0.6249,85-89
1807,0.5106,85-89
1808,0.6486,85-89
1809,-0.1531,85-89
1810,0.2263,85-89
1811,0.3716,85-89
1812,0.5023,85-89
1813,-0.0516,85-89
1814,0.7351,85-89
1815,0.0,85-89
1816,-0.25,85-89
1817,0.0,85-89
1818,0.2071,85-89
1819,0.4939,85-89
1820,0.7501,85-89
1821,0.7184,85-89
1822,0.2263,85-89
1823,0.6908,85-89
1824,0.6369,85-89
1825,-0.0772,85-89
1826,0.0,85-89
1827,0.6771,85-89
1828,0.5994,85-89
1829,-0.2732,85-89
1830,0.0,85-89
1831,0.4678,85-89
1832,0.8689,85-89
1833,0.4767,85-89
1834,0.4588,85-89
1835,0.4404,85-89
1836,0.8779,85-89
1837,0.9661,85-89
1838,0.5106,85-89
1839,0.4767,85-89
1840,0.6124,85-89
1841,0.6705,85-89
1842,0.0,85-89
1843,0.8555,85-89
1844,0.875,85-89
1845,0.0,85-89
1846,-0.5041,85-89
1847,0.6705,85-89
1848,0.9022,85-89
1849,0.6106,85-89
1850,0.4404,85-89
1851,0.0,85-89
1852,-0.128,85-89
1853,0.7632,85-89
1854,0.3612,85-89
1855,0.4215,85-89
1856,0.1531,85-89
1857,0.4019,85-89
1858,0.9712,85-89
1859,0.7717,85-89
1860,0.705,85-89
1861,0.9287,85-89
1862,0.3682,85-89
1863,0.4939,85-89
1864,0.8765,85-89
1865,0.34,85-89
1866,0.4588,85-89
1867,0.7096,85-89
1868,0.2732,85-89
1869,0.5267,85-89
1870,0.5106,85-89
1871,0.6956,85-89
1872,0.9153,85-89
1873,0.8519,85-89
1874,-0.2144,85-89
1875,0.0,85-89
1876,0.8519,85-89
1877,0.6124,85-89
1878,0.4588,85-89
1879,0.1779,85-89
1880,0.8126,85-89
1881,0.0,85-89
1882,0.0,85-89
1883,0.8859999999999999,85-89
1884,0.0,85-89
1885,0.0,85-89
1886,0.8322,85-89
1887,0.6908,85-89
1888,0.7561,85-89
1889,0.5847,85-89
1890,0.7964,85-89
1891,0.5574,85-89
1892,0.8655,85-89
1893,0.0,85-89
1894,0.0258,85-89
1895,0.7783,85-89
1896,0.0,85-89
1897,0.7096,85-89
1898,0.8074,85-89
1899,-0.2263,85-89
1900,0.0,85-89
1901,0.8151,85-89
1902,0.2023,85-89
1903,0.4939,85-89
1904,0.775,85-89
1905,0.3818,85-89
1906,0.6486,85-89
1907,0.7564,85-89
1908,0.3237,85-89
1909,0.0,85-89
1910,-0.0129,85-89
1911,0.6059,85-89
1912,0.9371,85-89
1913,0.5994,85-89
1914,0.0516,85-89
1915,0.6757,85-89
1916,0.0,85-89
1917,0.4939,85-89
1918,0.8201,85-89
1919,0.3818,85-89
1920,0.5859,85-89
1921,-0.5859,85-89
1922,0.1779,85-89
1923,0.8126,85-89
1924,0.5574,85-89
1925,0.6808,85-89
1926,0.6764,85-89
1927,0.0,85-89
1928,0.3612,85-89
1929,0.3182,85-89
1930,-0.3818,85-89
1931,0.4404,85-89
1932,0.0,85-89
1933,0.4404,85-89
1934,0.9313,85-89
1935,0.0,85-89
1936,-0.3687,85-89
1937,0.4588,85-89
1938,0.7964,85-89
1939,0.3506,85-89
1940,0.743,85-89
1941,0.7845,85-89
1942,0.4767,85-89
1943,0.0,85-89
1944,0.2023,85-89
1945,0.9022,85-89
1946,0.0,85-89
1947,0.2382,85-89
1948,0.7003,85-89
1949,0.5267,85-89
1950,0.0258,85-89
1951,0.7003,85-89
1952,0.7206,85-89
1953,0.9127,85-89
1954,0.0,85-89
1955,0.2732,85-89
1956,0.4939,85-89
1957,-0.3919,85-89
1958,0.8807,85-89
1959,0.8934,85-89
1960,0.7913,85-89
1961,0.5574,85-89
1962,0.775,85-89
1963,0.7003,85-89
1964,0.6428,85-89
1965,0.5859,85-89
1966,0.872,85-89
1967,0.6059,85-89
1968,0.0,85-89
1969,0.4019,85-89
1970,0.7717,85-89
1971,-0.4215,85-89
1972,0.8316,85-89
1973,0.6956,85-89
1974,0.8655,85-89
1975,0.4404,85-89
1976,0.8074,85-89
1977,0.7269,85-89
1978,0.0,85-89
1979,-0.2732,85-89
1980,0.2846,85-89
1981,0.0,85-89
1982,0.4117,85-89
1983,0.5927,85-89
1984,0.5106,85-89
1985,0.7861,85-89
1986,0.2023,85-89
1987,0.4939,85-89
1988,0.6816,85-89
1989,0.836,85-89
1990,0.2023,85-89
1991,0.0,85-89
1992,0.8625,85-89
1993,0.34,85-89
1994,0.0,85-89
1995,0.8765,85-89
1996,0.5106,85-89
1997,0.5563,85-89
1998,0.8316,85-89
1999,0.8201,85-89
2000,0.3818,85-89
2001,0.0,85-89
2002,0.5106,85-89
2003,0.0,85-89
2004,0.8089,85-89
2005,-0.5927,85-89
2006,0.6883,85-89
2007,0.7096,85-89
2008,0.0,85-89
2009,0.29600000000000004,85-89
2010,0.0,85-89
2011,0.5023,85-89
2012,0.0,85-89
2013,0.0,85-89
2014,0.7906,85-89
2015,0.4404,85-89
2016,0.0,85-89
2017,0.8481,85-89
2018,0.0,85-89
2019,0.5423,85-89
2020,0.3182,85-89
2021,0.765,85-89
2022,0.0,85-89
2023,0.4118,85-89
2024,0.4019,85-89
2025,0.8316,85-89
2026,0.7543,85-89
2027,-0.4338,85-89
2028,0.4404,85-89
2029,0.7003,85-89
2030,0.936,85-89
2031,0.7351,85-89
2032,0.5574,85-89
2033,0.4404,85-89
2034,0.4939,85-89
2035,0.6486,85-89
2036,0.836,85-89
2037,0.7096,85-89
2038,0.2732,85-89
2039,-0.128,85-89
2040,0.8271,85-89
2041,0.7418,85-89
2042,0.25,85-89
2043,0.7717,85-89
2044,0.4215,85-89
2045,0.4404,85-89
2046,0.7096,85-89
2047,0.4939,85-89
2048,0.6395,85-89
2049,0.4404,85-89
2050,0.2732,85-89
2051,0.0276,85-89
2052,0.7096,85-89
2053,0.0,85-89
2054,0.4939,85-89
2055,0.743,85-89
2056,0.0,85-89
2057,0.0,85-89
2058,0.0,85-89
2059,0.0,85-89
2060,0.0772,85-89
2061,0.0,85-89
2062,0.5267,85-89
2063,0.743,85-89
2064,0.6486,85-89
2065,0.8074,85-89
2066,0.0,85-89
2067,0.1406,85-89
2068,0.8176,85-89
2069,0.7096,85-89
2070,-0.0258,85-89
2071,-0.6124,85-89
2072,0.8442,85-89
2073,0.4767,85-89
2074,0.5574,85-89
2075,0.8625,85-89
2076,0.0,85-89
2077,0.5574,85-89
2078,0.0,85-89
2079,0.0,85-89
2080,0.3818,85-89
2081,0.8885,85-89
2082,0.5106,85-89
2083,-0.0772,85-89
2084,0.3862,85-89
2085,0.0,85-89
2086,0.3919,85-89
2087,0.3612,85-89
2088,0.2023,85-89
2089,0.0,85-89
2090,0.0,85-89
2091,0.9313,85-89
2092,0.9136,85-89
2093,0.2263,85-89
2094,0.0,85-89
2095,0.4927,85-89
2096,0.0,85-89
2097,-0.5106,85-89
2098,0.2023,85-89
2099,0.2732,85-89
2100,0.5106,85-89
2101,0.6133,85-89
2102,0.4754,85-89
2103,0.6486,85-89
2104,0.9132,85-89
2105,0.6597,85-89
2106,0.5927,85-89
2107,0.4019,85-89
2108,0.4588,85-89
2109,0.0,85-89
2110,0.0,85-89
2111,0.3182,85-89
2112,0.4588,85-89
2113,0.0,85-89
2114,0.8588,85-89
2115,0.8176,85-89
2116,0.9062,85-89
2117,0.0,85-89
2118,0.762,85-89
2119,0.0,85-89
2120,0.9022,85-89
2121,0.4939,85-89
2122,0.6808,85-89
2123,0.4118,85-89
2124,0.3612,85-89
2125,0.8573,85-89
2126,-0.1027,85-89
2127,0.3818,85-89
2128,0.0,85-89
2129,0.0,85-89
2130,0.0,85-89
2131,0.6597,85-89
2132,0.8225,85-89
2133,0.0,85-89
2134,0.6808,85-89
2135,0.5106,85-89
2136,0.8225,85-89
2137,0.5709,85-89
2138,0.5994,85-89
2139,0.5478,85-89
2140,0.3182,85-89
2141,0.4404,85-89
2142,0.7717,85-89
2143,0.7184,85-89
2144,0.2732,85-89
2145,0.0,85-89
2146,-0.6597,85-89
2147,0.25,85-89
2148,0.5994,85-89
2149,0.4404,85-89
2150,0.6705,85-89
2151,-0.25,85-89
2152,0.6808,85-89
2153,0.9049,85-89
2154,0.5719,85-89
2155,0.6705,85-89
2156,0.0,85-89
2157,0.0772,85-89
2158,0.7096,85-89
2159,0.6124,85-89
2160,0.631,85-89
2161,0.0,85-89
2162,0.4767,85-89
2163,0.6369,85-89
2164,0.8225,85-89
2165,0.5106,85-89
2166,0.0,85-89
2167,0.3182,85-89
2168,0.0,85-89
2169,0.2612,85-89
2170,0.6249,85-89
2171,0.5719,85-89
2172,0.2006,85-89
2173,-0.4588,85-89
2174,0.0258,85-89
2175,0.3182,85-89
2176,0.5423,85-89
2177,0.0,85-89
2178,0.5106,85-89
2179,0.7003,85-89
2180,0.5574,85-89
2181,0.3818,85-89
2182,0.5927,85-89
2183,0.0258,85-89
2184,0.8074,85-89
2185,0.4404,85-89
2186,0.7717,85-89
2187,0.6428,85-89
2188,0.0,85-89
2189,0.6249,85-89
2190,0.0,85-89
2191,0.0,85-89
2192,0.5106,85-89
2193,0.2263,85-89
2194,-0.0772,85-89
2195,0.0258,85-89
2196,0.5574,85-89
2197,0.0,85-89
2198,0.4404,85-89
2199,0.4939,85-89
2200,0.0,85-89
2201,0.0,85-89
2202,0.2732,85-89
2203,0.0,85-89
2204,0.0,85-89
2205,0.7506,85-89
2206,-0.1901,85-89
2207,0.7783,85-89
2208,0.7717,85-89
2209,0.9575,85-89
2210,0.8442,85-89
2211,0.0,85-89
2212,0.7003,85-89
2213,0.8126,85-89
2214,0.5719,85-89
2215,0.8402,85-89
2216,0.8507,85-89
2217,0.1901,85-89
2218,0.5859,85-89
2219,-0.3626,85-89
2220,0.5106,85-89
2221,0.6371,85-89
2222,0.7003,85-89
2223,0.6808,85-89
2224,0.3214,85-89
2225,0.5719,85-89
2226,0.6369,85-89
2227,0.9359,85-89
2228,0.3182,85-89
2229,0.9081,85-89
2230,0.5719,85-89
2231,0.7717,85-89
2232,0.4215,85-89
2233,-0.7903,85-89
2234,0.785,85-89
2235,-0.1531,85-89
2236,0.5499,85-89
2237,0.5106,85-89
2238,0.6542,85-89
2239,0.3164,85-89
2240,-0.7608,85-89
2241,0.2263,85-89
2242,0.0,85-89
2243,0.0,85-89
2244,0.7269,85-89
2245,0.7506,85-89
2246,-0.128,85-89
2247,0.7778,85-89
2248,0.7096,85-89
2249,0.3182,85-89
2250,0.5106,85-89
2251,-0.2732,85-89
2252,0.6124,85-89
2253,0.0,85-89
2254,0.5106,85-89
2255,0.8885,85-89
2256,0.6908,85-89
2257,0.7003,85-89
2258,0.6249,85-89
2259,0.8522,85-89
2260,0.4019,85-89
2261,0.3182,85-89
2262,0.0258,85-89
2263,0.631,85-89
2264,0.8271,85-89
2265,0.4939,85-89
2266,0.8555,85-89
2267,-0.3291,85-89
2268,0.4019,85-89
2269,0.9144,85-89
2270,0.5574,85-89
2271,0.743,85-89
2272,0.25,85-89
2273,0.8519,85-89
2274,0.8789,85-89
2275,0.0,85-89
2276,0.0,85-89
2277,0.7964,85-89
2278,0.0,85-89
2279,0.0516,85-89
2280,0.0,85-89
2281,0.6908,85-89
2282,0.4939,85-89
2283,0.7096,85-89
2284,-0.25,85-89
2285,0.6183,85-89
2286,0.34,85-89
2287,0.0,85-89
2288,0.8405,85-89
2289,0.0,85-89
2290,-0.4215,85-89
2291,0.7469,85-89
2292,-0.2732,85-89
2293,0.4404,85-89
2294,0.4404,85-89
2295,0.0516,85-89
2296,0.5927,85-89
2297,0.8591,85-89
2298,0.0,85-89
2299,0.872,85-89
2300,0.0,85-89
2301,0.4404,85-89
2302,0.4939,85-89
2303,0.507,85-89
2304,0.9565,85-89
2305,-0.4033,85-89
2306,0.9267,85-89
2307,0.0,85-89
2308,0.0,85-89
2309,0.6358,85-89
2310,0.802,85-89
2311,0.7906,85-89
2312,0.0,85-89
2313,0.0516,85-89
2314,0.7184,85-89
2315,0.2732,85-89
2316,0.6801,85-89
2317,0.8793,85-89
2318,0.8164,85-89
2319,0.4767,85-89
2320,0.8519,85-89
2321,-0.4585,85-89
2322,0.6908,85-89
2323,0.946,85-89
2324,0.25,85-89
2325,0.0,85-89
2326,0.5859,85-89
2327,0.0,85-89
2328,0.8422,85-89
2329,0.7579,85-89
2330,0.7713,85-89
2331,0.6808,85-89
2332,0.7096,85-89
2333,0.6597,85-89
2334,0.0,85-89
2335,0.0,85-89
2336,0.0,85-89
2337,0.6369,85-89
2338,0.743,85-89
2339,0.0,85-89
2340,0.4019,85-89
2341,0.6249,85-89
2342,0.6908,85-89
2343,0.6369,85-89
2344,0.438,85-89
2345,0.8519,85-89
2346,0.4228,85-89
2347,0.2732,85-89
2348,0.5423,85-89
2349,-0.1027,85-89
2350,0.0,85-89
2351,0.836,85-89
2352,0.0,85-89
2353,-0.2732,85-89
2354,-0.0516,85-89
2355,0.4939,85-89
2356,0.0,85-89
2357,0.3182,85-89
2358,0.0,85-89
2359,0.34,85-89
2360,0.29600000000000004,85-89
2361,0.8658,85-89
2362,0.5256,85-89
2363,0.7632,85-89
2364,0.0,85-89
2365,0.4939,85-89
2366,0.7184,85-89
2367,0.5574,85-89
2368,0.8608,85-89
2369,0.1655,85-89
2370,0.0,85-89
2371,0.5574,85-89
2372,0.0,85-89
2373,0.8591,85-89
2374,0.8709,85-89
2375,0.0,85-89
2376,0.4019,85-89
2377,-0.0772,85-89
2378,0.7602,85-89
2379,0.0,85-89
2380,-0.3818,85-89
2381,0.2732,85-89
2382,0.7488,85-89
2383,0.5256,85-89
2384,0.7845,85-89
2385,0.3497,85-89
2386,0.0,85-89
2387,0.1786,85-89
2388,0.5574,85-89
2389,0.4404,85-89
2390,0.3182,85-89
2391,0.3869,85-89
2392,0.6705,85-89
2393,0.7845,85-89
2394,0.7096,85-89
2395,0.4678,85-89
2396,0.25,85-89
2397,0.7264,85-89
2398,0.8201,85-89
2399,0.8934,85-89
2400,-0.0276,85-89
2401,0.0,85-89
2402,0.34,85-89
2403,0.836,85-89
2404,0.7579,85-89
2405,0.5267,85-89
2406,0.5574,85-89
2407,0.0,85-89
2408,0.936,85-89
2409,0.4588,85-89
2410,0.5267,85-89
2411,0.4939,85-89
2412,0.2732,85-89
2413,0.3182,85-89
2414,0.0258,85-89
2415,0.836,85-89
2416,0.9397,85-89
2417,0.0,85-89
2418,0.7579,85-89
2419,0.8074,85-89
2420,-0.2732,85-89
2421,-0.2263,85-89
2422,0.0772,85-89
2423,0.8074,85-89
2424,0.6428,85-89
2425,0.0,85-89
