code,state,year,count
TN,Tennessee,1930,2571
TN,Tennessee,1931,4697
TN,Tennessee,1932,26000
TN,Tennessee,1933,8094
TN,Tennessee,1934,2989
TN,Tennessee,1935,5106
TN,Tennessee,1936,7552
TN,Tennessee,1937,10226
TN,Tennessee,1938,2844
TN,Tennessee,1939,4943
TN,Tennessee,1940,6174
TN,Tennessee,1941,24932
TN,Tennessee,1942,2079
TN,Tennessee,1943,5702
TN,Tennessee,1944,6815
TN,Tennessee,1945,3639
TN,Tennessee,1946,2436
TN,Tennessee,1947,5797
TN,Tennessee,1948,2326
TN,Tennessee,1949,1892
TN,Tennessee,1950,5313
TX,Texas,1920,7094
TX,Texas,1921,82
TX,Texas,1922,527
TX,Texas,1923,761
TX,Texas,1924,94
TX,Texas,1925,551
TX,Texas,1926,534
TX,Texas,1927,417
TX,Texas,1928,13931
TX,Texas,1929,19999
TX,Texas,1930,2761
TX,Texas,1931,2289
TX,Texas,1932,12232
TX,Texas,1933,16207
TX,Texas,1934,12901
TX,Texas,1935,14696
TX,Texas,1936,15867
TX,Texas,1937,41590
TX,Texas,1938,16012
TX,Texas,1939,25528
TX,Texas,1940,98169
TX,Texas,1941,129729
TX,Texas,1942,35143
TX,Texas,1943,69451
TX,Texas,1944,98077
TX,Texas,1945,103951
TX,Texas,1946,67895
TX,Texas,1947,115362
TX,Texas,1948,74042
TX,Texas,1949,56804
TX,Texas,1950,128928
UT,Utah,1920,5905
UT,Utah,1921,5
UT,Utah,1922,137
UT,Utah,1923,16
UT,Utah,1924,8
UT,Utah,1925,4
UT,Utah,1926,11
UT,Utah,1927,41
UT,Utah,1928,1104
UT,Utah,1929,219
UT,Utah,1930,212
UT,Utah,1931,298
UT,Utah,1932,885
UT,Utah,1933,90
UT,Utah,1934,60
UT,Utah,1935,29
UT,Utah,1936,38
UT,Utah,1937,224
UT,Utah,1938,172
UT,Utah,1939,3869
UT,Utah,1940,22009
UT,Utah,1941,3136
UT,Utah,1942,414
UT,Utah,1943,9540
UT,Utah,1944,9642
UT,Utah,1945,33155
UT,Utah,1946,6703
UT,Utah,1947,1156
UT,Utah,1948,926
UT,Utah,1949,77
UT,Utah,1950,270
VT,Vermont,1920,347
VT,Vermont,1921,4
VT,Vermont,1922,6
VT,Vermont,1923,2
VT,Vermont,1924,3
VT,Vermont,1925,6
VT,Vermont,1926,2
VT,Vermont,1927,0
VT,Vermont,1928,596
VT,Vermont,1929,1253
VT,Vermont,1930,2
VT,Vermont,1931,16
VT,Vermont,1932,2
VT,Vermont,1933,1
VT,Vermont,1934,1
VT,Vermont,1935,3
VT,Vermont,1936,3
VT,Vermont,1937,8
VT,Vermont,1938,0
VT,Vermont,1939,2
VT,Vermont,1940,106
VT,Vermont,1941,339
VT,Vermont,1942,4
VT,Vermont,1943,214
VT,Vermont,1944,521
VT,Vermont,1945,296
VT,Vermont,1946,290
VT,Vermont,1947,315
VT,Vermont,1948,34
VT,Vermont,1949,3
VT,Vermont,1950,15
VA,Virginia,1920,13222
VA,Virginia,1921,151
VA,Virginia,1922,679
VA,Virginia,1923,286
VA,Virginia,1924,49
VA,Virginia,1925,51
VA,Virginia,1926,124
VA,Virginia,1927,109
VA,Virginia,1928,47425
VA,Virginia,1929,2476
VA,Virginia,1930,65
VA,Virginia,1931,1768
VA,Virginia,1932,179
VA,Virginia,1933,167
VA,Virginia,1934,835
VA,Virginia,1935,93
VA,Virginia,1936,9733
VA,Virginia,1937,252
VA,Virginia,1938,1789
VA,Virginia,1939,20622
VA,Virginia,1940,25012
VA,Virginia,1941,64163
VA,Virginia,1942,12030
VA,Virginia,1943,41461
VA,Virginia,1944,33815
VA,Virginia,1945,38144
VA,Virginia,1946,19375
VA,Virginia,1947,34640
VA,Virginia,1948,17297
VA,Virginia,1949,10101
VA,Virginia,1950,53788
WA,Washington,1920,4007
WA,Washington,1921,15
WA,Washington,1922,1187
WA,Washington,1923,0
WA,Washington,1924,0
WA,Washington,1925,6
WA,Washington,1926,3
WA,Washington,1927,7
WA,Washington,1928,3411
WA,Washington,1929,652
WA,Washington,1930,122
WA,Washington,1931,231
WA,Washington,1932,512
WA,Washington,1933,209
WA,Washington,1934,135
WA,Washington,1935,225
WA,Washington,1936,302
WA,Washington,1937,1943
WA,Washington,1938,110
WA,Washington,1939,103
WA,Washington,1940,8891
WA,Washington,1941,1306
WA,Washington,1942,237
WA,Washington,1943,5100
WA,Washington,1944,888
WA,Washington,1945,93
WA,Washington,1946,30
WA,Washington,1947,1648
WA,Washington,1948,1655
WA,Washington,1949,726
WA,Washington,1950,584
WV,West Virginia,1920,7098
WV,West Virginia,1921,29
WV,West Virginia,1922,366
WV,West Virginia,1923,596
WV,West Virginia,1924,16
WV,West Virginia,1925,23
WV,West Virginia,1926,141
WV,West Virginia,1927,166
WV,West Virginia,1928,19496
WV,West Virginia,1929,31308
WV,West Virginia,1930,1069
WV,West Virginia,1931,2501
WV,West Virginia,1932,6361
WV,West Virginia,1933,9208
WV,West Virginia,1934,1952
WV,West Virginia,1935,3899
WV,West Virginia,1936,3334
WV,West Virginia,1937,8435
WV,West Virginia,1938,1278
WV,West Virginia,1939,2878
WV,West Virginia,1940,7586
WV,West Virginia,1941,45234
WV,West Virginia,1942,1073
WV,West Virginia,1943,19133
WV,West Virginia,1944,16864
WV,West Virginia,1945,21163
WV,West Virginia,1946,2312
WV,West Virginia,1947,13931
WV,West Virginia,1948,2024
WV,West Virginia,1949,1458
WV,West Virginia,1950,14984
WI,Wisconsin,1920,8445
WI,Wisconsin,1921,54
WI,Wisconsin,1922,169
WI,Wisconsin,1923,804
WI,Wisconsin,1924,31
WI,Wisconsin,1925,85
WI,Wisconsin,1926,268
WI,Wisconsin,1927,285
WI,Wisconsin,1928,38253
WI,Wisconsin,1929,11416
WI,Wisconsin,1930,1373
WI,Wisconsin,1931,2589
WI,Wisconsin,1932,8861
WI,Wisconsin,1933,18977
WI,Wisconsin,1934,1585
WI,Wisconsin,1935,3053
WI,Wisconsin,1936,1998
WI,Wisconsin,1937,9679
WI,Wisconsin,1938,1568
WI,Wisconsin,1939,7903
WI,Wisconsin,1940,3217
WI,Wisconsin,1941,4514
WI,Wisconsin,1942,1509
WI,Wisconsin,1943,6826
WI,Wisconsin,1944,7926
WI,Wisconsin,1945,5526
WI,Wisconsin,1946,2773
WI,Wisconsin,1947,3988
WI,Wisconsin,1948,1436
WI,Wisconsin,1949,1095
WI,Wisconsin,1950,3169
WY,Wyoming,1920,39
WY,Wyoming,1922,169
WY,Wyoming,1923,5
WY,Wyoming,1927,1
WY,Wyoming,1928,1063
WY,Wyoming,1929,787
WY,Wyoming,1930,34
WY,Wyoming,1931,16
WY,Wyoming,1932,779
WY,Wyoming,1933,33
WY,Wyoming,1935,5
WY,Wyoming,1936,359
WY,Wyoming,1937,161
WY,Wyoming,1938,3
WY,Wyoming,1939,747
WY,Wyoming,1940,3373
WY,Wyoming,1941,3377
WY,Wyoming,1942,3643
WY,Wyoming,1943,2790
WY,Wyoming,1944,1752
WY,Wyoming,1945,334
WY,Wyoming,1946,72
WY,Wyoming,1947,248
WY,Wyoming,1948,40
WY,Wyoming,1949,2
WY,Wyoming,1950,382
